timestamp,open,high,low,close,volume
2024-09-23 16:40:00,220.4825,220.5000,220.2400,220.2500,228
2024-09-23 16:35:00,220.4700,220.5000,220.1500,220.5000,40
2024-09-23 16:30:00,220.4800,220.4800,219.4496,220.4700,957
2024-09-23 16:25:00,220.4900,220.4900,220.2000,220.3000,5
2024-09-23 16:20:00,220.5000,220.5000,219.0100,220.4675,12
2024-09-23 16:15:00,220.5000,220.6900,220.0500,220.2500,262
2024-09-23 16:10:00,220.5000,220.6899,219.0100,220.6700,657912
2024-09-23 16:05:00,220.6800,220.6900,220.3000,220.5000,285334
2024-09-23 16:00:00,220.4500,220.6700,220.0300,220.5000,1521448
2024-09-23 15:55:00,220.4500,220.6200,220.4200,220.4500,205472
2024-09-23 15:50:00,220.4000,220.5000,220.2500,220.4550,106153
2024-09-23 15:45:00,220.1200,220.3900,220.1100,220.3369,47445
2024-09-23 15:40:00,220.2650,220.3300,220.0700,220.1350,38477
2024-09-23 15:35:00,220.2800,220.3500,220.2300,220.2700,27079
2024-09-23 15:30:00,220.1800,220.3400,220.0600,220.3100,29359
2024-09-23 15:25:00,220.2723,220.2783,220.0800,220.1800,21911
2024-09-23 15:20:00,220.2600,220.3100,220.1950,220.2450,20142
2024-09-23 15:15:00,220.0100,220.2800,220.0100,220.2300,31443
2024-09-23 15:10:00,219.8900,220.0499,219.8700,220.0300,17681
2024-09-23 15:05:00,220.1100,220.1100,219.9000,219.9000,22221
2024-09-23 15:00:00,220.1700,220.1900,220.0000,220.1094,24327
2024-09-23 14:55:00,220.0000,220.2200,220.0000,220.1700,18020
2024-09-23 14:50:00,220.1299,220.1800,220.0000,220.0091,39323
2024-09-23 14:45:00,220.0100,220.1500,219.9700,220.0601,33217
2024-09-23 14:40:00,219.9655,220.0500,219.9100,220.0200,19915
2024-09-23 14:35:00,219.9200,219.9900,219.8800,219.9750,16295
2024-09-23 14:30:00,219.8700,219.9900,219.8370,219.9200,12374
2024-09-23 14:25:00,220.0300,220.1000,219.8700,219.9650,23399
2024-09-23 14:20:00,220.0600,220.1200,219.9600,220.0514,26026
2024-09-23 14:15:00,220.0200,220.0800,219.9800,220.0250,14398
2024-09-23 14:10:00,219.9214,220.0400,219.7850,220.0100,22491
2024-09-23 14:05:00,220.0500,220.1100,219.9100,219.9100,11617
2024-09-23 14:00:00,220.0300,220.1099,219.9500,220.1099,25899
2024-09-23 13:55:00,219.8500,220.2100,219.8400,220.0300,114063
2024-09-23 13:50:00,219.7700,219.8600,219.7200,219.8200,56231
2024-09-23 13:45:00,219.6300,219.8500,219.6300,219.7700,28443
2024-09-23 13:40:00,219.5300,219.7900,219.4200,219.6350,22099
2024-09-23 13:35:00,219.5900,219.6500,219.4400,219.4850,30282
2024-09-23 13:30:00,219.6700,219.7399,219.5400,219.5800,37066
2024-09-23 13:25:00,219.5700,219.8600,219.5300,219.6800,35437
2024-09-23 13:20:00,219.5000,219.6900,219.5000,219.5700,24207
2024-09-23 13:15:00,219.4600,219.5204,219.4200,219.5200,21705
2024-09-23 13:10:00,219.4550,219.5350,219.3750,219.4800,13144
2024-09-23 13:05:00,219.4400,219.5150,219.3727,219.4450,15968
2024-09-23 13:00:00,219.6500,219.6700,219.4200,219.4400,14396
2024-09-23 12:55:00,219.6900,219.7400,219.5600,219.6450,19620
2024-09-23 12:50:00,219.6400,219.7800,219.5800,219.7100,23886
2024-09-23 12:45:00,218.9900,219.6100,218.9900,219.6100,34062
2024-09-23 12:40:00,218.8950,219.0100,218.7900,218.9900,14199
2024-09-23 12:35:00,219.1250,219.2600,218.9000,218.9150,24977
2024-09-23 12:30:00,219.0800,219.2500,219.0600,219.1250,13510
2024-09-23 12:25:00,218.9150,219.1000,218.9000,219.0700,14617
2024-09-23 12:20:00,218.7600,218.9900,218.7600,218.9250,10988
2024-09-23 12:15:00,218.6300,218.8100,218.4700,218.7400,19801
2024-09-23 12:10:00,218.7596,218.8000,218.5650,218.6600,20800
2024-09-23 12:05:00,218.7600,218.7900,218.6001,218.7600,22757
2024-09-23 12:00:00,218.7700,218.9300,218.6800,218.7300,18209
2024-09-23 11:55:00,219.1200,219.1699,218.7229,218.7600,18165
2024-09-23 11:50:00,219.3400,219.4050,219.1200,219.1300,22987
2024-09-23 11:45:00,219.3400,219.5020,219.2400,219.3400,26533
2024-09-23 11:40:00,219.7000,219.7900,219.2500,219.2950,24092
2024-09-23 11:35:00,219.6650,219.7300,219.5000,219.6700,29891
2024-09-23 11:30:00,219.8400,219.9500,219.5500,219.6500,68422
2024-09-23 11:25:00,219.6900,219.8700,219.6300,219.8115,35632
